instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,Time
460,2011-01-21,springer,2011,January,04:00:00,0,Friday,1,2,1.591836734693878,1.0015999999999998,87.0,0.0896,0,1,1,Morning
461,2011-01-21,springer,2011,January,05:00:00,0,Friday,1,1,2.551020408163266,-2.9979999999999993,60.0,0.4179,1,4,5,Morning
462,2011-01-21,springer,2011,January,06:00:00,0,Friday,1,1,1.591836734693878,-2.0013999999999985,55.00000000000001,0.2537,0,27,27,Morning
463,2011-01-21,springer,2011,January,07:00:00,0,Friday,1,1,0.6326530612244916,-4.001200000000001,51.0,0.2836,2,66,68,Morning
464,2011-01-21,springer,2011,January,08:00:00,0,Friday,1,1,0.6326530612244916,-4.001200000000001,47.0,0.3284,7,210,217,Morning
465,2011-01-21,springer,2011,January,09:00:00,0,Friday,1,1,0.6326530612244916,-4.001200000000001,51.0,0.3582,7,159,166,Morning
466,2011-01-21,springer,2011,January,10:00:00,0,Friday,1,1,0.6326530612244916,-4.997800000000002,47.0,0.4627,6,57,63,Morning
467,2011-01-21,springer,2011,January,11:00:00,0,Friday,1,1,1.591836734693878,-4.001200000000001,41.0,0.4627,6,53,59,Day
468,2011-01-21,springer,2011,January,12:00:00,0,Friday,1,1,1.591836734693878,-4.001200000000001,27.0,0.5821,11,67,78,Day
469,2011-01-21,springer,2011,January,13:00:00,0,Friday,1,1,0.6326530612244916,-6.0009999999999994,21.0,0.5821,8,65,73,Day
470,2011-01-21,springer,2011,January,14:00:00,0,Friday,1,1,0.6326530612244916,-6.0009999999999994,25.0,0.5224,6,56,62,Day
471,2011-01-21,springer,2011,January,15:00:00,0,Friday,1,1,-1.2857142857142847,-8.0008,26.0,0.4478,4,61,65,Day
472,2011-01-21,springer,2011,January,16:00:00,0,Friday,1,1,-1.2857142857142847,-6.9976,26.0,0.3582,0,97,97,Afternoon
473,2011-01-21,springer,2011,January,17:00:00,0,Friday,1,1,-2.244897959183673,-8.0008,28.000000000000004,0.3582,10,151,161,Afternoon
474,2011-01-21,springer,2011,January,18:00:00,0,Friday,1,1,-3.204081632653062,-8.0008,30.0,0.2537,1,119,120,Afternoon
475,2011-01-21,springer,2011,January,19:00:00,0,Friday,1,1,-3.204081632653062,-8.997399999999999,30.0,0.3284,3,93,96,Evening
476,2011-01-21,springer,2011,January,20:00:00,0,Friday,1,1,-4.163265306122449,-10.9972,33.0,0.4179,1,52,53,Evening
477,2011-01-21,springer,2011,January,21:00:00,0,Friday,1,1,-5.122448979591837,-10.9972,38.0,0.2836,0,41,41,Evening
478,2011-01-21,springer,2011,January,22:00:00,0,Friday,1,1,-6.081632653061225,-14.0002,41.0,0.3881,1,33,34,Evening
479,2011-01-21,springer,2011,January,23:00:00,0,Friday,1,1,-6.081632653061225,-12.997,38.0,0.3284,0,27,27,Evening
480,2011-01-22,springer,2011,January,00:00:00,0,Saturday,0,1,-7.040816326530612,-14.0002,45.0,0.2537,0,13,13,Evening
481,2011-01-22,springer,2011,January,01:00:00,0,Saturday,0,2,-7.040816326530612,-16.0,41.0,0.3881,3,9,12,Evening
482,2011-01-22,springer,2011,January,02:00:00,0,Saturday,0,2,-7.040816326530612,-14.0002,41.0,0.2537,0,11,11,Evening
483,2011-01-22,springer,2011,January,03:00:00,0,Saturday,0,2,-7.040816326530612,-14.0002,41.0,0.2836,1,6,7,Morning
484,2011-01-22,springer,2011,January,04:00:00,0,Saturday,0,2,-8.0,-14.9968,48.0,0.2985,0,3,3,Morning
485,2011-01-22,springer,2011,January,06:00:00,0,Saturday,0,2,-8.0,-14.0002,44.0,0.2239,0,2,2,Morning
486,2011-01-22,springer,2011,January,07:00:00,0,Saturday,0,1,-8.0,-14.9968,44.0,0.2836,0,8,8,Morning
487,2011-01-22,springer,2011,January,08:00:00,0,Saturday,0,1,-8.0,-16.0,44.0,0.3284,1,26,27,Morning
488,2011-01-22,springer,2011,January,09:00:00,0,Saturday,0,1,-7.040816326530612,-14.0002,41.0,0.2537,3,37,40,Morning
489,2011-01-22,springer,2011,January,10:00:00,0,Saturday,0,2,-7.040816326530612,-12.000399999999999,41.0,0.1642,3,50,53,Morning
490,2011-01-22,springer,2011,January,11:00:00,0,Saturday,0,2,-6.081632653061225,-10.9972,38.0,0.1343,4,59,63,Day
491,2011-01-22,springer,2011,January,12:00:00,0,Saturday,0,2,-6.081632653061225,-8.997399999999999,38.0,0.1045,10,60,70,Day
492,2011-01-22,springer,2011,January,13:00:00,0,Saturday,0,1,-5.122448979591837,-4.997800000000002,35.0,0.0,12,72,84,Day
493,2011-01-22,springer,2011,January,14:00:00,0,Saturday,0,1,-4.163265306122449,-6.9976,33.0,0.1045,11,64,75,Day
494,2011-01-22,springer,2011,January,15:00:00,0,Saturday,0,1,-3.204081632653062,-6.0009999999999994,28.000000000000004,0.0,10,93,103,Day
495,2011-01-22,springer,2011,January,16:00:00,0,Saturday,0,1,-3.204081632653062,-6.9976,28.000000000000004,0.194,11,72,83,Afternoon
496,2011-01-22,springer,2011,January,17:00:00,0,Saturday,0,1,-3.204081632653062,-2.9979999999999993,28.000000000000004,0.0,8,59,67,Afternoon
497,2011-01-22,springer,2011,January,18:00:00,0,Saturday,0,1,-5.122448979591837,-10.0006,35.0,0.194,0,54,54,Afternoon
498,2011-01-22,springer,2011,January,19:00:00,0,Saturday,0,1,-5.122448979591837,-8.997399999999999,35.0,0.1343,6,53,59,Evening
499,2011-01-22,springer,2011,January,20:00:00,0,Saturday,0,1,-6.081632653061225,-10.9972,45.0,0.1642,1,44,45,Evening
500,2011-01-22,springer,2011,January,21:00:00,0,Saturday,0,1,-6.081632653061225,-8.997399999999999,41.0,0.0896,0,39,39,Evening
501,2011-01-22,springer,2011,January,22:00:00,0,Saturday,0,1,-6.081632653061225,-6.0009999999999994,49.0,0.0,7,23,30,Evening
502,2011-01-22,springer,2011,January,23:00:00,0,Saturday,0,1,-7.040816326530612,-10.9972,56.99999999999999,0.1045,2,31,33,Evening
503,2011-01-23,springer,2011,January,00:00:00,0,Sunday,0,1,-7.040816326530612,-10.9972,56.99999999999999,0.1045,2,20,22,Evening
504,2011-01-23,springer,2011,January,01:00:00,0,Sunday,0,1,-7.040816326530612,-10.9972,56.99999999999999,0.1045,1,12,13,Evening
505,2011-01-23,springer,2011,January,02:00:00,0,Sunday,0,1,-8.0,-12.000399999999999,62.0,0.1343,3,15,18,Evening
506,2011-01-23,springer,2011,January,03:00:00,0,Sunday,0,1,-8.0,-12.000399999999999,62.0,0.1343,1,4,5,Morning
507,2011-01-23,springer,2011,January,05:00:00,0,Sunday,0,2,-7.040816326530612,-10.9972,56.99999999999999,0.1045,0,3,3,Morning
508,2011-01-23,springer,2011,January,06:00:00,0,Sunday,0,2,-7.040816326530612,-10.9972,56.99999999999999,0.1045,0,1,1,Morning
509,2011-01-23,springer,2011,January,07:00:00,0,Sunday,0,1,-5.122448979591837,-8.997399999999999,57.99999999999999,0.1642,1,1,2,Morning
510,2011-01-23,springer,2011,January,08:00:00,0,Sunday,0,1,-6.081632653061225,-10.9972,62.0,0.1642,2,17,19,Morning
511,2011-01-23,springer,2011,January,09:00:00,0,Sunday,0,1,-4.163265306122449,-10.9972,54.0,0.3582,3,25,28,Morning
512,2011-01-23,springer,2011,January,10:00:00,0,Sunday,0,1,-2.244897959183673,-8.997399999999999,46.0,0.3881,7,51,58,Morning
513,2011-01-23,springer,2011,January,11:00:00,0,Sunday,0,1,-2.244897959183673,-6.9976,43.0,0.2239,22,77,99,Day
514,2011-01-23,springer,2011,January,12:00:00,0,Sunday,0,1,-1.2857142857142847,-8.0008,37.0,0.4627,24,92,116,Day
515,2011-01-23,springer,2011,January,13:00:00,0,Sunday,0,1,-2.244897959183673,-8.997399999999999,33.0,0.3881,12,75,87,Day
516,2011-01-23,springer,2011,January,14:00:00,0,Sunday,0,1,-1.2857142857142847,-6.9976,28.000000000000004,0.3582,17,93,110,Day
517,2011-01-23,springer,2011,January,15:00:00,0,Sunday,0,1,-1.2857142857142847,-6.9976,28.000000000000004,0.3582,13,64,77,Day
518,2011-01-23,springer,2011,January,16:00:00,0,Sunday,0,1,-1.2857142857142847,-6.9976,26.0,0.3284,9,56,65,Afternoon
519,2011-01-23,springer,2011,January,17:00:00,0,Sunday,0,1,-2.244897959183673,-8.997399999999999,26.0,0.3881,5,50,55,Afternoon
520,2011-01-23,springer,2011,January,18:00:00,0,Sunday,0,1,-3.204081632653062,-8.0008,30.0,0.2537,5,44,49,Afternoon
521,2011-01-23,springer,2011,January,19:00:00,0,Sunday,0,1,-3.204081632653062,-8.0008,30.0,0.2836,5,45,50,Evening
522,2011-01-23,springer,2011,January,20:00:00,0,Sunday,0,1,-4.163265306122449,-8.997399999999999,36.0,0.2537,4,31,35,Evening
523,2011-01-23,springer,2011,January,21:00:00,0,Sunday,0,1,-4.163265306122449,-8.997399999999999,36.0,0.194,5,20,25,Evening
524,2011-01-23,springer,2011,January,22:00:00,0,Sunday,0,1,-5.122448979591837,-10.0006,38.0,0.194,5,23,28,Evening
525,2011-01-23,springer,2011,January,23:00:00,0,Sunday,0,1,-6.081632653061225,-12.000399999999999,41.0,0.2239,4,17,21,Evening
526,2011-01-24,springer,2011,January,00:00:00,0,Monday,1,1,-6.081632653061225,-12.000399999999999,41.0,0.194,0,7,7,Evening
527,2011-01-24,springer,2011,January,01:00:00,0,Monday,1,1,-7.040816326530612,-12.997,45.0,0.194,0,1,1,Evening
528,2011-01-24,springer,2011,January,03:00:00,0,Monday,1,1,-7.040816326530612,-14.0002,45.0,0.2537,0,1,1,Morning
529,2011-01-24,springer,2011,January,04:00:00,0,Monday,1,1,-8.0,-12.000399999999999,48.0,0.1343,0,1,1,Morning
530,2011-01-24,springer,2011,January,05:00:00,0,Monday,1,1,-8.0,-12.000399999999999,48.0,0.1343,0,5,5,Morning
531,2011-01-24,springer,2011,January,06:00:00,0,Monday,1,1,-8.0,-10.9972,48.0,0.0896,0,15,15,Morning
532,2011-01-24,springer,2011,January,07:00:00,0,Monday,1,1,-8.0,-8.0008,48.0,0.0,5,79,84,Morning
533,2011-01-24,springer,2011,January,08:00:00,0,Monday,1,1,-7.040816326530612,-6.9976,49.0,0.0,6,171,177,Morning
534,2011-01-24,springer,2011,January,09:00:00,0,Monday,1,1,-6.081632653061225,-6.0009999999999994,41.0,0.0,4,98,102,Morning
535,2011-01-24,springer,2011,January,10:00:00,0,Monday,1,1,-4.163265306122449,-6.9976,42.0,0.0,6,34,40,Morning
536,2011-01-24,springer,2011,January,11:00:00,0,Monday,1,1,-4.163265306122449,-8.0008,46.0,0.1343,3,43,46,Day
537,2011-01-24,springer,2011,January,12:00:00,0,Monday,1,2,-3.204081632653062,-6.9976,42.0,0.194,11,52,63,Day
538,2011-01-24,springer,2011,January,13:00:00,0,Monday,1,2,-2.244897959183673,-6.9976,43.0,0.2239,6,54,60,Day
539,2011-01-24,springer,2011,January,14:00:00,0,Monday,1,2,-2.244897959183673,-6.9976,46.0,0.2239,2,43,45,Day
540,2011-01-24,springer,2011,January,15:00:00,0,Monday,1,1,-1.2857142857142847,-4.997800000000002,40.0,0.1642,7,50,57,Day
541,2011-01-24,springer,2011,January,16:00:00,0,Monday,1,1,-1.2857142857142847,-6.0009999999999994,47.0,0.2537,4,66,70,Afternoon
542,2011-01-24,springer,2011,January,17:00:00,0,Monday,1,1,-2.244897959183673,-8.0008,50.0,0.2537,6,178,184,Afternoon
543,2011-01-24,springer,2011,January,18:00:00,0,Monday,1,1,-2.244897959183673,-6.9976,59.0,0.194,8,145,153,Afternoon
544,2011-01-24,springer,2011,January,19:00:00,0,Monday,1,1,-2.244897959183673,-6.0009999999999994,54.0,0.1642,5,101,106,Evening
545,2011-01-24,springer,2011,January,20:00:00,0,Monday,1,1,-2.244897959183673,-6.9976,59.0,0.194,1,80,81,Evening
546,2011-01-24,springer,2011,January,21:00:00,0,Monday,1,1,-2.244897959183673,-6.0009999999999994,63.0,0.1642,6,53,59,Evening
547,2011-01-24,springer,2011,January,22:00:00,0,Monday,1,2,-2.244897959183673,-6.9976,63.0,0.2239,3,32,35,Evening
548,2011-01-24,springer,2011,January,23:00:00,0,Monday,1,2,-1.2857142857142847,-6.0009999999999994,64.0,0.2537,3,21,24,Evening
549,2011-01-25,springer,2011,January,00:00:00,0,Tuesday,1,2,-1.2857142857142847,-6.9976,69.0,0.2836,3,6,9,Evening
550,2011-01-25,springer,2011,January,01:00:00,0,Tuesday,1,2,-1.2857142857142847,-4.997800000000002,69.0,0.1642,0,5,5,Evening
551,2011-01-25,springer,2011,January,02:00:00,0,Tuesday,1,1,-1.2857142857142847,-6.0009999999999994,69.0,0.2239,0,2,2,Evening
552,2011-01-25,springer,2011,January,04:00:00,0,Tuesday,1,1,-2.244897959183673,-4.997800000000002,74.0,0.1045,0,1,1,Morning
553,2011-01-25,springer,2011,January,05:00:00,0,Tuesday,1,1,-2.244897959183673,-6.9976,74.0,0.2239,0,9,9,Morning
554,2011-01-25,springer,2011,January,06:00:00,0,Tuesday,1,1,-1.2857142857142847,-4.001200000000001,74.0,0.1045,1,35,36,Morning
555,2011-01-25,springer,2011,January,07:00:00,0,Tuesday,1,1,-1.2857142857142847,-6.0009999999999994,74.0,0.2239,5,103,108,Morning
556,2011-01-25,springer,2011,January,08:00:00,0,Tuesday,1,2,-1.2857142857142847,-4.001200000000001,74.0,0.1343,5,233,238,Morning
557,2011-01-25,springer,2011,January,09:00:00,0,Tuesday,1,2,0.6326530612244916,-0.9982000000000006,64.0,0.0896,10,134,144,Morning
558,2011-01-25,springer,2011,January,10:00:00,0,Tuesday,1,2,1.591836734693878,-0.0015999999999998238,60.0,0.1045,6,49,55,Morning
559,2011-01-25,springer,2011,January,11:00:00,0,Tuesday,1,2,2.551020408163266,-0.0015999999999998238,60.0,0.1343,6,55,61,Day
560,2011-01-25,springer,2011,January,12:00:00,0,Tuesday,1,2,3.5102040816326543,3.0014000000000003,56.00000000000001,0.0896,21,85,106,Day
561,2011-01-25,springer,2011,January,13:00:00,0,Tuesday,1,2,3.5102040816326543,1.9982000000000006,56.00000000000001,0.1343,21,72,93,Day
562,2011-01-25,springer,2011,January,14:00:00,0,Tuesday,1,2,5.428571428571427,5.997799999999998,45.0,0.0,11,57,68,Day
563,2011-01-25,springer,2011,January,15:00:00,0,Tuesday,1,2,6.387755102040817,7.000999999999998,42.0,0.0,21,63,84,Day
564,2011-01-25,springer,2011,January,16:00:00,0,Tuesday,1,2,6.387755102040817,7.000999999999998,42.0,0.0,14,102,116,Afternoon
565,2011-01-25,springer,2011,January,17:00:00,0,Tuesday,1,1,5.428571428571427,5.997799999999998,45.0,0.0,14,208,222,Afternoon
566,2011-01-25,springer,2011,January,18:00:00,0,Tuesday,1,2,5.428571428571427,5.001199999999997,49.0,0.0896,7,218,225,Afternoon
567,2011-01-25,springer,2011,January,19:00:00,0,Tuesday,1,2,3.5102040816326543,1.0015999999999998,65.0,0.1642,13,133,146,Evening
568,2011-01-25,springer,2011,January,20:00:00,0,Tuesday,1,1,2.551020408163266,-0.9982000000000006,65.0,0.194,16,103,119,Evening
569,2011-01-25,springer,2011,January,21:00:00,0,Tuesday,1,1,2.551020408163266,-0.9982000000000006,65.0,0.194,5,40,45,Evening
570,2011-01-25,springer,2011,January,22:00:00,0,Tuesday,1,1,1.591836734693878,-0.9982000000000006,64.0,0.1642,4,49,53,Evening
571,2011-01-25,springer,2011,January,23:00:00,0,Tuesday,1,2,1.591836734693878,-0.9982000000000006,64.0,0.1642,3,37,40,Evening
572,2011-01-26,springer,2011,January,00:00:00,0,Wednesday,1,2,1.591836734693878,-0.9982000000000006,69.0,0.1343,3,14,17,Evening
573,2011-01-26,springer,2011,January,01:00:00,0,Wednesday,1,2,2.551020408163266,-0.0015999999999998238,65.0,0.1343,0,5,5,Evening
574,2011-01-26,springer,2011,January,02:00:00,0,Wednesday,1,3,1.591836734693878,-0.9982000000000006,69.0,0.194,3,7,10,Evening
575,2011-01-26,springer,2011,January,05:00:00,0,Wednesday,1,3,0.6326530612244916,-4.001200000000001,86.0,0.2836,0,1,1,Morning
576,2011-01-26,springer,2011,January,06:00:00,0,Wednesday,1,3,0.6326530612244916,-4.001200000000001,86.0,0.2836,0,8,8,Morning
577,2011-01-26,springer,2011,January,07:00:00,0,Wednesday,1,3,1.591836734693878,-2.0013999999999985,87.0,0.2985,1,29,30,Morning
578,2011-01-26,springer,2011,January,08:00:00,0,Wednesday,1,3,1.591836734693878,-2.0013999999999985,87.0,0.2985,3,69,72,Morning
579,2011-01-26,springer,2011,January,09:00:00,0,Wednesday,1,3,1.591836734693878,-2.0013999999999985,87.0,0.2985,3,55,58,Morning
580,2011-01-26,springer,2011,January,10:00:00,0,Wednesday,1,3,1.591836734693878,-2.0013999999999985,93.0,0.2836,2,26,28,Morning
581,2011-01-26,springer,2011,January,11:00:00,0,Wednesday,1,3,1.591836734693878,-2.9979999999999993,93.0,0.3284,6,35,41,Day
582,2011-01-26,springer,2011,January,12:00:00,0,Wednesday,1,3,1.591836734693878,-2.9979999999999993,93.0,0.3284,7,41,48,Day
583,2011-01-26,springer,2011,January,13:00:00,0,Wednesday,1,3,1.591836734693878,-2.9979999999999993,93.0,0.3284,4,43,47,Day
584,2011-01-26,springer,2011,January,14:00:00,0,Wednesday,1,3,1.591836734693878,-2.9979999999999993,93.0,0.3582,0,36,36,Day
585,2011-01-26,springer,2011,January,15:00:00,0,Wednesday,1,3,1.591836734693878,-4.001200000000001,93.0,0.4627,1,42,43,Day
586,2011-01-26,springer,2011,January,16:00:00,0,Wednesday,1,4,1.591836734693878,-2.9979999999999993,93.0,0.3284,1,35,36,Afternoon
587,2011-01-26,springer,2011,January,17:00:00,0,Wednesday,1,3,0.6326530612244916,-4.001200000000001,93.0,0.3582,0,26,26,Afternoon
588,2011-01-27,springer,2011,January,16:00:00,0,Thursday,1,1,1.591836734693878,-0.9982000000000006,55.00000000000001,0.194,1,23,24,Afternoon
589,2011-01-27,springer,2011,January,17:00:00,0,Thursday,1,1,1.591836734693878,-0.0015999999999998238,55.00000000000001,0.1045,2,82,84,Afternoon
590,2011-01-27,springer,2011,January,18:00:00,0,Thursday,1,1,0.6326530612244916,-0.9982000000000006,69.0,0.0896,3,101,104,Afternoon
591,2011-01-27,springer,2011,January,19:00:00,0,Thursday,1,1,0.6326530612244916,-0.9982000000000006,69.0,0.0896,3,76,79,Evening
592,2011-01-27,springer,2011,January,20:00:00,0,Thursday,1,1,-0.32653061224489743,-2.0013999999999985,74.0,0.0896,4,55,59,Evening
593,2011-01-27,springer,2011,January,21:00:00,0,Thursday,1,1,-0.32653061224489743,-2.0013999999999985,74.0,0.0896,2,36,38,Evening
594,2011-01-27,springer,2011,January,22:00:00,0,Thursday,1,1,-0.32653061224489743,-2.0013999999999985,74.0,0.0896,0,27,27,Evening
595,2011-01-27,springer,2011,January,23:00:00,0,Thursday,1,1,-0.32653061224489743,-2.9979999999999993,80.0,0.1642,0,16,16,Evening
596,2011-01-28,springer,2011,January,00:00:00,0,Friday,1,2,0.6326530612244916,-2.0013999999999985,75.0,0.1343,0,9,9,Evening
597,2011-01-28,springer,2011,January,01:00:00,0,Friday,1,2,0.6326530612244916,-2.0013999999999985,75.0,0.1343,1,2,3,Evening
598,2011-01-28,springer,2011,January,02:00:00,0,Friday,1,2,0.6326530612244916,-2.0013999999999985,75.0,0.1642,0,2,2,Evening
599,2011-01-28,springer,2011,January,03:00:00,0,Friday,1,2,0.6326530612244916,-0.9982000000000006,75.0,0.1045,1,0,1,Morning
600,2011-01-28,springer,2011,January,05:00:00,0,Friday,1,2,-0.32653061224489743,-2.0013999999999985,80.0,0.1045,0,4,4,Morning
601,2011-01-28,springer,2011,January,06:00:00,0,Friday,1,2,-0.32653061224489743,-2.9979999999999993,80.0,0.1343,0,16,16,Morning
602,2011-01-28,springer,2011,January,07:00:00,0,Friday,1,2,-1.2857142857142847,-2.9979999999999993,86.0,0.0896,2,58,60,Morning
603,2011-01-28,springer,2011,January,08:00:00,0,Friday,1,2,-1.2857142857142847,-2.9979999999999993,86.0,0.0896,2,155,157,Morning
604,2011-01-28,springer,2011,January,09:00:00,0,Friday,1,3,-0.32653061224489743,-2.0013999999999985,86.0,0.0896,6,95,101,Morning
605,2011-01-28,springer,2011,January,10:00:00,0,Friday,1,3,-0.32653061224489743,-2.0013999999999985,86.0,0.1045,0,49,49,Morning
606,2011-01-28,springer,2011,January,11:00:00,0,Friday,1,3,-0.32653061224489743,-2.0013999999999985,93.0,0.1045,0,30,30,Day
607,2011-01-28,springer,2011,January,12:00:00,0,Friday,1,3,-0.32653061224489743,-2.0013999999999985,93.0,0.1045,1,28,29,Day
608,2011-01-28,springer,2011,January,13:00:00,0,Friday,1,3,-0.32653061224489743,-2.0013999999999985,93.0,0.1045,0,31,31,Day
609,2011-01-28,springer,2011,January,14:00:00,0,Friday,1,3,1.591836734693878,1.9982000000000006,80.0,0.0,2,36,38,Day
610,2011-01-28,springer,2011,January,15:00:00,0,Friday,1,2,0.6326530612244916,1.0015999999999998,86.0,0.0,1,40,41,Day
611,2011-01-28,springer,2011,January,16:00:00,0,Friday,1,1,1.591836734693878,1.9982000000000006,80.0,0.0,10,70,80,Afternoon
612,2011-01-28,springer,2011,January,17:00:00,0,Friday,1,1,2.551020408163266,-0.0015999999999998238,75.0,0.1343,2,147,149,Afternoon
613,2011-01-28,springer,2011,January,18:00:00,0,Friday,1,1,2.551020408163266,-0.9982000000000006,75.0,0.194,2,107,109,Afternoon
614,2011-01-28,springer,2011,January,19:00:00,0,Friday,1,2,2.551020408163266,-0.0015999999999998238,75.0,0.1343,5,84,89,Evening
615,2011-01-28,springer,2011,January,20:00:00,0,Friday,1,2,2.551020408163266,-0.9982000000000006,70.0,0.194,1,61,62,Evening
616,2011-01-28,springer,2011,January,21:00:00,0,Friday,1,2,1.591836734693878,-0.9982000000000006,75.0,0.1343,1,57,58,Evening
617,2011-01-28,springer,2011,January,22:00:00,0,Friday,1,1,2.551020408163266,-2.0013999999999985,65.0,0.3582,0,26,26,Evening
618,2011-01-28,springer,2011,January,23:00:00,0,Friday,1,1,2.551020408163266,-0.9982000000000006,60.0,0.2239,1,22,23,Evening
619,2011-01-29,springer,2011,January,00:00:00,0,Saturday,0,1,1.591836734693878,-2.9979999999999993,64.0,0.3582,2,26,28,Evening
620,2011-01-29,springer,2011,January,01:00:00,0,Saturday,0,1,1.591836734693878,-0.9982000000000006,64.0,0.194,0,20,20,Evening
621,2011-01-29,springer,2011,January,02:00:00,0,Saturday,0,1,1.591836734693878,-0.9982000000000006,64.0,0.1642,0,15,15,Evening
622,2011-01-29,springer,2011,January,03:00:00,0,Saturday,0,1,0.6326530612244916,-2.0013999999999985,64.0,0.1343,3,5,8,Morning
623,2011-01-29,springer,2011,January,04:00:00,0,Saturday,0,1,-1.2857142857142847,-4.001200000000001,69.0,0.1045,1,2,3,Morning
624,2011-01-29,springer,2011,January,06:00:00,0,Saturday,0,1,-1.2857142857142847,-4.001200000000001,64.0,0.1343,0,2,2,Morning
625,2011-01-29,springer,2011,January,07:00:00,0,Saturday,0,1,-1.2857142857142847,-4.001200000000001,59.0,0.1045,1,4,5,Morning
626,2011-01-29,springer,2011,January,08:00:00,0,Saturday,0,1,-0.32653061224489743,-2.9979999999999993,55.00000000000001,0.1642,3,31,34,Morning
627,2011-01-29,springer,2011,January,09:00:00,0,Saturday,0,1,-0.32653061224489743,-2.0013999999999985,59.0,0.0896,0,34,34,Morning
628,2011-01-29,springer,2011,January,10:00:00,0,Saturday,0,2,-0.32653061224489743,-2.0013999999999985,64.0,0.1045,4,51,55,Morning
629,2011-01-29,springer,2011,January,11:00:00,0,Saturday,0,2,-0.32653061224489743,-2.9979999999999993,64.0,0.1343,4,60,64,Day
630,2011-01-29,springer,2011,January,12:00:00,0,Saturday,0,2,0.6326530612244916,-2.9979999999999993,59.0,0.194,12,66,78,Day
631,2011-01-29,springer,2011,January,13:00:00,0,Saturday,0,2,1.591836734693878,-0.9982000000000006,55.00000000000001,0.1642,9,56,65,Day
632,2011-01-29,springer,2011,January,14:00:00,0,Saturday,0,2,1.591836734693878,-0.9982000000000006,60.0,0.1343,10,89,99,Day
633,2011-01-29,springer,2011,January,15:00:00,0,Saturday,0,1,1.591836734693878,-2.0013999999999985,69.0,0.2537,22,98,120,Day
634,2011-01-29,springer,2011,January,16:00:00,0,Saturday,0,1,2.551020408163266,-0.0015999999999998238,60.0,0.1642,19,88,107,Afternoon
635,2011-01-29,springer,2011,January,17:00:00,0,Saturday,0,1,2.551020408163266,3.0014000000000003,60.0,0.0,9,82,91,Afternoon
636,2011-01-29,springer,2011,January,18:00:00,0,Saturday,0,1,1.591836734693878,-0.9982000000000006,69.0,0.1343,9,59,68,Afternoon
637,2011-01-29,springer,2011,January,19:00:00,0,Saturday,0,2,1.591836734693878,-2.0013999999999985,69.0,0.2537,6,52,58,Evening
638,2011-01-29,springer,2011,January,20:00:00,0,Saturday,0,1,-0.32653061224489743,-2.0013999999999985,74.0,0.0896,1,42,43,Evening
639,2011-01-29,springer,2011,January,21:00:00,0,Saturday,0,1,-0.32653061224489743,-2.0013999999999985,74.0,0.0896,1,35,36,Evening
640,2011-01-29,springer,2011,January,22:00:00,0,Saturday,0,1,-1.2857142857142847,-2.9979999999999993,80.0,0.0896,4,28,32,Evening
641,2011-01-29,springer,2011,January,23:00:00,0,Saturday,0,1,-1.2857142857142847,-2.9979999999999993,80.0,0.0896,3,30,33,Evening
642,2011-01-30,springer,2011,January,00:00:00,0,Sunday,0,1,-1.2857142857142847,-4.001200000000001,80.0,0.1045,0,33,33,Evening
643,2011-01-30,springer,2011,January,01:00:00,0,Sunday,0,1,-2.244897959183673,-2.0013999999999985,80.0,0.0,7,22,29,Evening
644,2011-01-30,springer,2011,January,02:00:00,0,Sunday,0,1,-1.2857142857142847,-0.9982000000000006,80.0,0.0,1,10,11,Evening
645,2011-01-30,springer,2011,January,03:00:00,0,Sunday,0,1,-2.244897959183673,-2.0013999999999985,93.0,0.0,1,7,8,Morning
646,2011-01-30,springer,2011,January,04:00:00,0,Sunday,0,1,-2.244897959183673,-2.0013999999999985,93.0,0.0,0,1,1,Morning
647,2011-01-30,springer,2011,January,05:00:00,0,Sunday,0,1,-2.244897959183673,-2.0013999999999985,86.0,0.0,0,3,3,Morning
648,2011-01-30,springer,2011,January,07:00:00,0,Sunday,0,1,-2.244897959183673,-2.0013999999999985,86.0,0.0,0,3,3,Morning
649,2011-01-30,springer,2011,January,08:00:00,0,Sunday,0,2,-2.244897959183673,-2.0013999999999985,86.0,0.0,1,11,12,Morning
650,2011-01-30,springer,2011,January,09:00:00,0,Sunday,0,2,-1.2857142857142847,-0.9982000000000006,80.0,0.0,4,34,38,Morning
651,2011-01-30,springer,2011,January,10:00:00,0,Sunday,0,2,-0.32653061224489743,-0.0015999999999998238,80.0,0.0,7,57,64,Morning
652,2011-01-30,springer,2011,January,11:00:00,0,Sunday,0,1,1.591836734693878,1.9982000000000006,75.0,0.0,9,50,59,Day
653,2011-01-30,springer,2011,January,12:00:00,0,Sunday,0,1,5.428571428571427,5.001199999999997,52.0,0.1045,10,87,97,Day
654,2011-01-30,springer,2011,January,13:00:00,0,Sunday,0,1,4.4693877551020424,3.0014000000000003,61.0,0.1045,13,71,84,Day
655,2011-01-30,springer,2011,January,14:00:00,0,Sunday,0,1,4.4693877551020424,3.998000000000001,61.0,0.0896,18,104,122,Day
656,2011-01-30,springer,2011,January,15:00:00,0,Sunday,0,1,5.428571428571427,5.997799999999998,56.00000000000001,0.0,14,95,109,Day
